duration_s,start_row,end_row,method,distance_m,endpoint_error_m,drift_percent,sequence
15,21747,21897,learned_speed_initial_offset,153.0173333333333,24.290275950701663,15.874198969202835,S1
15,21747,21897,learned_speed_preoutage_mean_offset,153.0173333333333,26.09593015734635,17.05423143174173,S1
15,21897,22047,original_learned_speed,125.97497222222223,7.586996528608961,6.022622108799005,S1
15,21897,22047,constant_speed_with_gyro,125.97497222222223,35.44618012381784,28.137478023245844,S1
15,21897,22047,learned_speed_initial_offset,125.97497222222223,36.86903129367734,29.266949333903938,S1
15,21897,22047,learned_speed_preoutage_mean_offset,125.97497222222223,6.796247905980451,5.3949191542521175,S1
15,22047,22197,original_learned_speed,116.52419444444445,13.223688342584312,11.348448625310176,S1
15,22047,22197,constant_speed_with_gyro,116.52419444444445,7.481309265354928,6.420391319608575,S1
15,22047,22197,learned_speed_initial_offset,116.52419444444445,19.719612363440707,16.923191323019598,S1
15,22047,22197,learned_speed_preoutage_mean_offset,116.52419444444445,11.888732607776914,10.202801799625517,S1
15,22197,22347,original_learned_speed,75.32761111111112,18.117532138039383,24.05164835416767,S1
15,22197,22347,constant_speed_with_gyro,75.32761111111112,38.44158761447523,51.03253249034064,S1
15,22197,22347,learned_speed_initial_offset,75.32761111111112,42.306808724113026,56.16374673253458,S1
15,22197,22347,learned_speed_preoutage_mean_offset,75.32761111111112,22.80097958911311,30.26908626569982,S1
15,22347,22497,original_learned_speed,155.03008333333332,11.106554160998733,7.164128356377327,S1
15,22347,22497,constant_speed_with_gyro,155.03008333333332,5.522269753923458,3.5620633332499176,S1
15,22347,22497,learned_speed_initial_offset,155.03008333333332,28.674241968417792,18.4959211476167,S1
15,22347,22497,learned_speed_preoutage_mean_offset,155.03008333333332,4.481510460973375,2.890736020142354,S1
15,22497,22647,original_learned_speed,134.21861111111113,13.33291224629487,9.933728367415002,S1
15,22497,22647,constant_speed_with_gyro,134.21861111111113,27.005362325070127,20.12043046900112,S1
