window_id,sequence,raw_start_row,raw_end_row,start_time_s,end_time_s,actual_duration_s,included,exclusion_reason,segment_index,local_bounds,calibration_raw_bounds,calibration_local_bounds,phone_span,reference_span,method,speed_profile,heading_profile,gyro_calibration_profile,predicted_east_m,predicted_north_m,truth_east_m,truth_north_m,distance_m,distance_eligible_for_drift_ratio,endpoint_error_m,drift_ratio,yaw_bias_rad_s,privileged_initial_position,privileged_initial_heading,privileged_initial_speed,reference_speed_oracle,reference_heading_oracle,pre_outage_vbox_yaw_calibration
S1:raw-22800-23400,S1,22800,23400,1567935949.0,1567936009.0,60.0,True,,0,"[22797,23397]","[21600,22800]","[21597,22797]","[0,51746]","[0,51746]",speed=learned_raw|heading=phone_gyro|gyro=frozen_s1,learned_raw,phone_gyro,frozen_s1,343.04971792964574,97.13843823028607,332.81062301009933,80.53848537008116,469.95202788326475,True,19.503781677728707,0.04150164382857693,0.0007616013837585499,True,True,False,False,False,True
S1:raw-22800-23400,S1,22800,23400,1567935949.0,1567936009.0,60.0,True,,0,"[22797,23397]","[21600,22800]","[21597,22797]","[0,51746]","[0,51746]",speed=learned_raw|heading=phone_gyro|gyro=journey_prefix,learned_raw,phone_gyro,journey_prefix,336.32254672110514,86.80005604264271,332.81062301009933,80.53848537008116,469.95202788326475,True,7.17919740914036,0.015276447346076055,0.005372494099644689,True,True,False,False,False,True
S1:raw-22800-23400,S1,22800,23400,1567935949.0,1567936009.0,60.0,True,,0,"[22797,23397]","[21600,22800]","[21597,22797]","[0,51746]","[0,51746]",speed=learned_raw|heading=reference_oracle|gyro=frozen_s1,learned_raw,reference_oracle,frozen_s1,335.0477628561484,110.45738417185001,332.81062301009933,80.53848537008116,469.95202788326475,True,30.002421572287556,0.0638414557064963,,True,True,False,False,True,False
S1:raw-22800-23400,S1,22800,23400,1567935949.0,1567936009.0,60.0,True,,0,"[22797,23397]","[21600,22800]","[21597,22797]","[0,51746]","[0,51746]",speed=learned_raw|heading=reference_oracle|gyro=journey_prefix,learned_raw,reference_oracle,journey_prefix,335.0477628561484,110.45738417185001,332.81062301009933,80.53848537008116,469.95202788326475,True,30.002421572287556,0.0638414557064963,,True,True,False,False,True,False
S1:raw-22800-23400,S1,22800,23400,1567935949.0,1567936009.0,60.0,True,,0,"[22797,23397]","[21600,22800]","[21597,22797]","[0,51746]","[0,51746]",speed=learned_initial_offset|heading=phone_gyro|gyro=frozen_s1,learned_initial_offset,phone_gyro,frozen_s1,273.73008795810154,69.9704640401856,332.81062301009933,80.53848537008116,469.95202788326475,True,60.01826969231509,0.12771148145193986,0.0007616013837585499,True,True,True,False,False,True
S1:raw-22800-23400,S1,22800,23400,1567935949.0,1567936009.0,60.0,True,,0,"[22797,23397]","[21600,22800]","[21597,22797]","[0,51746]","[0,51746]",speed=learned_initial_offset|heading=phone_gyro|gyro=journey_prefix,learned_initial_offset,phone_gyro,journey_prefix,268.98076058504853,61.670144641407234,332.81062301009933,80.53848537008116,469.95202788326475,True,66.56024052731667,0.14163198917794673,0.005372494099644689,True,True,True,False,False,True
S1:raw-22800-23400,S1,22800,23400,1567935949.0,1567936009.0,60.0,True,,0,"[22797,23397]","[21600,22800]","[21597,22797]","[0,51746]","[0,51746]",speed=learned_initial_offset|heading=reference_oracle|gyro=frozen_s1,learned_initial_offset,reference_oracle,frozen_s1,268.02502978130815,80.92221946487258,332.81062301009933,80.53848537008116,469.95202788326475,True,64.78672967407677,0.13785817664387157,,True,True,True,False,True,False
S1:raw-22800-23400,S1,22800,23400,1567935949.0,1567936009.0,60.0,True,,0,"[22797,23397]","[21600,22800]","[21597,22797]","[0,51746]","[0,51746]",speed=learned_initial_offset|heading=reference_oracle|gyro=journey_prefix,learned_initial_offset,reference_oracle,journey_prefix,268.02502978130815,80.92221946487258,332.81062301009933,80.53848537008116,469.95202788326475,True,64.78672967407677,0.13785817664387157,,True,True,True,False,True,False
S1:raw-22800-23400,S1,22800,23400,1567935949.0,1567936009.0,60.0,True,,0,"[22797,23397]","[21600,22800]","[21597,22797]","[0,51746]","[0,51746]",speed=reference_oracle|heading=phone_gyro|gyro=frozen_s1,reference_oracle,phone_gyro,frozen_s1,340.8150613575028,68.23756158583863,332.81062301009933,80.53848537008116,469.95202788326475,True,14.675958544610538,0.031228631166277294,0.0007616013837585499,True,True,False,True,False,True
S1:raw-22800-23400,S1,22800,23400,1567935949.0,1567936009.0,60.0,True,,0,"[22797,23397]","[21600,22800]","[21597,22797]","[0,51746]","[0,51746]",speed=reference_oracle|heading=phone_gyro|gyro=journey_prefix,reference_oracle,phone_gyro,journey_prefix,333.9301230501069,58.149873450928055,332.81062301009933,80.53848537008116,469.95202788326475,True,22.41658368275642,0.04769972753117827,0.005372494099644689,True,True,False,True,False,True
S1:raw-22800-23400,S1,22800,23400,1567935949.0,1567936009.0,60.0,True,,0,"[22797,23397]","[21600,22800]","[21597,22797]","[0,51746]","[0,51746]",speed=reference_oracle|heading=reference_oracle|gyro=frozen_s1,reference_oracle,reference_oracle,frozen_s1,334.4052761590695,82.05261913381128,332.81062301009933,80.53848537008116,469.95202788326475,True,2.198981518791823,0.004679161676770222,,True,True,False,True,True,False
S1:raw-22800-23400,S1,22800,23400,1567935949.0,1567936009.0,60.0,True,,0,"[22797,23397]","[21600,22800]","[21597,22797]","[0,51746]","[0,51746]",speed=reference_oracle|heading=reference_oracle|gyro=journey_prefix,reference_oracle,reference_oracle,journey_prefix,334.4052761590695,82.05261913381128,332.81062301009933,80.53848537008116,469.95202788326475,True,2.198981518791823,0.004679161676770222,,True,True,False,True,True,False
S1:raw-22800-23400,S1,22800,23400,1567935949.0,1567936009.0,60.0,True,,0,"[22797,23397]","[21600,22800]","[21597,22797]","[0,51746]","[0,51746]",constant_reference_initialized,,,,496.91338990115037,226.54027577465874,332.81062301009933,80.53848537008116,469.95202788326475,True,219.65026952553652,0.46738870457666637,,True,True,True,False,False,False
S1:raw-23400-24000,S1,23400,24000,1567936009.0,1567936069.0,60.0,True,,0,"[23397,23997]","[22200,23400]","[22197,23397]","[0,51746]","[0,51746]",speed=learned_raw|heading=phone_gyro|gyro=frozen_s1,learned_raw,phone_gyro,frozen_s1,-233.76824940088056,-195.95478909390016,-248.85674384988124,-139.7609033007318,472.52633324119773,True,58.184323191674004,0.12313456224242687,0.00044763202987068513,True,True,False,False,False,True
S1:raw-23400-24000,S1,23400,24000,1567936009.0,1567936069.0,60.0,True,,0,"[23397,23997]","[22200,23400]","[22197,23397]","[0,51746]","[0,51746]",speed=learned_raw|heading=phone_gyro|gyro=journey_prefix,learned_raw,phone_gyro,journey_prefix,-229.60725839647944,-196.48075682587682,-248.85674384988124,-139.7609033007318,472.52633324119773,True,59.89728269408082,0.12675967132504057,0.0058740589830275835,True,True,False,False,False,True
S1:raw-23400-24000,S1,23400,24000,1567936009.0,1567936069.0,60.0,True,,0,"[23397,23997]","[22200,23400]","[22197,23397]","[0,51746]","[0,51746]",speed=learned_raw|heading=reference_oracle|gyro=frozen_s1,learned_raw,reference_oracle,frozen_s1,-240.99959034939033,-136.60826784820065,-248.85674384988124,-139.7609033007318,472.52633324119773,True,8.466048158782987,0.017916563719765334,,True,True,False,False,True,False
S1:raw-23400-24000,S1,23400,24000,1567936009.0,1567936069.0,60.0,True,,0,"[23397,23997]","[22200,23400]","[22197,23397]","[0,51746]","[0,51746]",speed=learned_raw|heading=reference_oracle|gyro=journey_prefix,learned_raw,reference_oracle,journey_prefix,-240.99959034939033,-136.60826784820065,-248.85674384988124,-139.7609033007318,472.52633324119773,True,8.466048158782987,0.017916563719765334,,True,True,False,False,True,False
S1:raw-23400-24000,S1,23400,24000,1567936009.0,1567936069.0,60.0,True,,0,"[23397,23997]","[22200,23400]","[22197,23397]","[0,51746]","[0,51746]",speed=learned_initial_offset|heading=phone_gyro|gyro=frozen_s1,learned_initial_offset,phone_gyro,frozen_s1,-307.55509653004214,-241.10616331312931,-248.85674384988124,-139.7609033007318,472.52633324119773,True,117.11685760105165,0.24785255204236453,0.00044763202987068513,True,True,True,False,False,True
S1:raw-23400-24000,S1,23400,24000,1567936009.0,1567936069.0,60.0,True,,0,"[23397,23997]","[22200,23400]","[22197,23397]","[0,51746]","[0,51746]",speed=learned_initial_offset|heading=phone_gyro|gyro=journey_prefix,learned_initial_offset,phone_gyro,journey_prefix,-302.1865580502094,-241.69155325147455,-248.85674384988124,-139.7609033007318,472.52633324119773,True,115.03880424457816,0.24345480061501126,0.0058740589830275835,True,True,True,False,False,True
S1:raw-23400-24000,S1,23400,24000,1567936009.0,1567936069.0,60.0,True,,0,"[23397,23997]","[22200,23400]","[22197,23397]","[0,51746]","[0,51746]",speed=learned_initial_offset|heading=reference_oracle|gyro=frozen_s1,learned_initial_offset,reference_oracle,frozen_s1,-314.46522480670626,-163.40057423764463,-248.85674384988124,-139.7609033007318,472.52633324119773,True,69.73741331213535,0.1475841840047005,,True,True,True,False,True,False
S1:raw-23400-24000,S1,23400,24000,1567936009.0,1567936069.0,60.0,True,,0,"[23397,23997]","[22200,23400]","[22197,23397]","[0,51746]","[0,51746]",speed=learned_initial_offset|heading=reference_oracle|gyro=journey_prefix,learned_initial_offset,reference_oracle,journey_prefix,-314.46522480670626,-163.40057423764463,-248.85674384988124,-139.7609033007318,472.52633324119773,True,69.73741331213535,0.1475841840047005,,True,True,True,False,True,False
S1:raw-23400-24000,S1,23400,24000,1567936009.0,1567936069.0,60.0,True,,0,"[23397,23997]","[22200,23400]","[22197,23397]","[0,51746]","[0,51746]",speed=reference_oracle|heading=phone_gyro|gyro=frozen_s1,reference_oracle,phone_gyro,frozen_s1,-242.93784171845402,-203.02583303533095,-248.85674384988124,-139.7609033007318,472.52633324119773,True,63.54120503079228,0.13447124649105666,0.00044763202987068513,True,True,False,True,False,True
